# File generated fom CXRO data
# found in https://henke.lbl.gov/optical_constants/asf.html
#S 89 Ac
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
    12412.8000     30.328300      2.922440
    12613.6000     30.424500      2.848370
    12817.6000     30.511300      2.775770
    13025.0000     30.589800      2.704650
    13235.6000     30.661100      2.634990
    13449.7000     30.725900      2.566790
    13667.2000     30.785100      2.500020
    13888.3000     30.839100      2.434700
    14112.9000     30.888400      2.370780
    14341.2000     30.933600      2.308280
    14573.1000     30.975000      2.247160
    14808.9000     31.012800      2.187410
    15048.4000     31.047500      2.129020
    15291.8000     31.079200      2.071960
    15539.1000     31.108200      2.016230
    15790.4000     31.134600      1.961790
    16045.8000     31.158800      1.908630
    16305.4000     31.180900      1.856740
    16569.1000     31.200900      1.806080
    16837.1000     31.219100      1.756650
    17109.4000     31.235600      1.708410
    17386.1000     31.250500      1.661360
    17667.4000     31.263900      1.615460
    17953.1000     31.275900      1.570690
    18243.5000     31.286600      1.527040
    18538.6000     31.296100      1.484490
    18838.4000     31.304500      1.443010
    19143.1000     31.311900      1.402580
    19452.7000     31.318200      1.363180
    19767.4000     31.323700      1.324800
    20087.1000     31.328300      1.287400
    20412.0000     31.332100      1.250960
    20742.1000     31.335200      1.215480
    21077.6000     31.337600      1.180920
    21418.5000     31.339300      1.147270
    21765.0000     31.340400      1.114510
    22117.0000     31.341000      1.082620
    22474.7000     31.341100      1.051570
    22838.2000     31.340700      1.021350
    23207.6000     31.339800      0.991945
    23583.0000     31.338500      0.963326
    23964.4000     31.336800      0.935481
    24352.0000     31.334800      0.908389
    24745.9000     31.332400      0.882035
    25146.2000     31.329700      0.856398
    25552.9000     31.326800      0.831463
    25966.2000     31.323600      0.807212
    26386.1000     31.320100      0.783629
    26812.9000     31.316400      0.760696
    27246.6000     31.312600      0.738399
    27687.3000     31.308500      0.716721
    28135.1000     31.304300      0.695645
    28590.2000     31.300000      0.675159
    29052.6000     31.295600      0.655246
    29522.5000     31.293000      0.635891
    30000.0000     31.280600      0.617081
#S 64 Gd
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
       10.0000  -9999.000000      2.598860
       10.1152  -9999.000000      2.639570
       10.2317  -9999.000000      2.681190
       10.3496  -9999.000000      2.724150
       10.4688  -9999.000000      2.767800
       10.5894  -9999.000000      2.812140
       10.7114  -9999.000000      2.857200
       10.8348  -9999.000000      2.902980
       10.9596  -9999.000000      2.949490
       11.0859  -9999.000000      2.996750
       11.2136  -9999.000000      3.044760
       11.3428  -9999.000000      3.093540
       11.4734  -9999.000000      3.143110
       11.6056  -9999.000000      3.193470
       11.7393  -9999.000000      3.244630
       11.8745  -9999.000000      3.296620
       12.0113  -9999.000000      3.349440
       12.1497  -9999.000000      3.403100
       12.2897  -9999.000000      3.457630
       12.4312  -9999.000000      3.513020
       12.5744  -9999.000000      3.569310
       12.7193  -9999.000000      3.626500
       12.8658  -9999.000000      3.684600
       13.0140  -9999.000000      3.743640
       13.1640  -9999.000000      3.800430
       13.3156  -9999.000000      3.857970
       13.4690  -9999.000000      3.916390
       13.6242  -9999.000000      3.975690
       13.7811  -9999.000000      4.035700
       13.9399  -9999.000000      4.061960
       14.1005  -9999.000000      4.079580
       14.2629  -9999.000000      3.949370
       14.4272  -9999.000000      3.823320
       14.5934  -9999.000000      3.488440
       14.7615  -9999.000000      3.148400
       14.9316  -9999.000000      2.841520
       15.1036  -9999.000000      2.564530
       15.2776  -9999.000000      2.314550
       15.4536  -9999.000000      2.088940
       15.6316  -9999.000000      1.885320
       15.8117  -9999.000000      1.689500
       15.9938  -9999.000000      1.505680
       16.1781  -9999.000000      1.341860
       16.3644  -9999.000000      1.291320
       16.5529  -9999.000000      1.275520
       16.7436  -9999.000000      1.259920
       16.9365  -9999.000000      1.244500
       17.1316  -9999.000000      1.229280
       17.3290  -9999.000000      1.214240
       17.5286  -9999.000000      1.199380
       17.7305  -9999.000000      1.184710
       17.9348  -9999.000000      1.170220
       18.1414  -9999.000000      1.155900
       18.3504  -9999.000000      1.141760
       18.5618  -9999.000000      1.127790
       18.7756  -9999.000000      1.123340
       18.9919  -9999.000000      1.136720
       19.2107      1.432770      1.150270
       19.4320      1.132110      1.163980
       19.6558      0.698747      1.177850
       19.8823      0.194414      1.369930
       20.1113     -0.298941      1.708820
       20.3430     -0.740252      2.233870
       20.5773     -0.809073      2.963230
       20.8144     -0.721060      3.312420
       21.0542     -0.776530      3.702750
       21.2967     -0.740473      4.109250
       21.5421     -0.675681      4.394050
       21.7902     -0.644206      4.698580
       22.0412     -0.574942      5.024210
       22.2952     -0.425837      5.343230
       22.5520     -0.268313      5.482380
       22.8118     -0.192988      5.625160
       23.0746     -0.145541      5.771660
       23.3404     -0.114818      5.921970
       23.6093     -0.095690      6.076200
       23.8812     -0.084822      6.234440
       24.1564     -0.076949      6.396810
       24.4346     -0.069415      6.557970
       24.7161     -0.073168      6.700660
       25.0008     -0.098399      6.846470
       25.2889     -0.140872      6.995440
       25.5802     -0.202277      7.147670
       25.8749     -0.287074      7.303200
       26.1729     -0.403155      7.462110
       26.4744     -0.564845      7.626790
       26.7794     -0.789996      7.798750
       27.0275     -1.148230      7.940010
       27.3008     -1.630320      8.397730
       27.6153     -1.965890      9.221400
       27.9334     -2.058880     10.125900
       28.2552     -1.893710     11.001000
       28.5807     -1.644710     11.731900
       28.9100     -1.342460     12.511300
       29.2430     -0.872725     13.236400
       29.5799     -0.392051     13.733400
       29.9206      0.034669     14.249000
       30.2653      0.476598     14.756700
       30.6140      0.934560     15.267600
       30.9666      1.421550     15.796200
       31.3234      1.962210     16.343200
       31.6842      2.577060     16.909100
       32.0492      3.304430     17.494500
       32.4184      4.230790     18.022500
       32.7919      5.229260     18.369200
       33.1696      6.383970     18.684200
       33.5518      7.556150     18.622800
       33.9383      8.746080     18.561600
       34.3292      9.893140     18.051400
       34.7247     10.696500     17.505000
       35.1247     11.389000     16.975300
       35.5294     12.025000     16.461500
       35.9386     12.598200     15.906800
       36.3527     13.079800     15.350100
       36.7714     13.502300     14.812800
       37.1950     13.969400     14.294300
       37.6235     14.384900     13.608700
       38.0569     14.602500     12.904000
       38.4953     14.675000     12.235700
       38.9388     14.685100     11.748700
       39.3874     14.722800     11.293200
       39.8411     14.753400     10.855300
       40.3001     14.765200     10.434300
       40.7643     14.745900     10.032400
       41.2339     14.712500      9.672810
       41.7090     14.681800      9.326120
       42.1894     14.638600      8.991870
       42.6755     14.583700      8.669600
       43.1671     14.514500      8.356240
       43.6644     14.427600      8.054090
       44.1674     14.322500      7.762850
       44.6762     14.195600      7.482150
       45.1908     14.045100      7.211610
       45.7114     13.795800      6.950840
       46.2380     13.526900      6.853190
       46.7707     13.360900      6.804250
       47.3095     13.232600      6.755650
       47.8545     13.128400      6.707400
       48.4058     13.043300      6.659500
       48.9634     12.969900      6.603480
       49.5274     12.900500      6.547160
       50.0980     12.835000      6.491320
       50.6751     12.772400      6.435960
       51.2589     12.710900      6.381070
       51.8494     12.646100      6.326650
       52.4467     12.577800      6.286050
       53.0509     12.518400      6.255940
       53.6620     12.469700      6.225970
       54.2802     12.425200      6.196150
       54.9055     12.384500      6.166470
       55.5380     12.347000      6.136930
       56.1778     12.313300      6.107540
       56.8250     12.285000      6.076900
       57.4796     12.256200      6.033980
       58.1417     12.220500      5.991360
       58.8115     12.181200      5.949050
       59.4890     12.138300      5.907040
       60.1743     12.089000      5.865320
       60.8675     12.035000      5.829280
       61.5687     11.980800      5.796890
       62.2780     11.924200      5.764660
       62.9954     11.862800      5.732630
       63.7211     11.794900      5.700770
       64.4552     11.700100      5.669080
       65.1977     11.594600      5.677200
       65.9488     11.513900      5.708480
       66.7085     11.447200      5.739920
       67.4770     11.388000      5.771550
       68.2543     11.333700      5.803340
       69.0406     11.283000      5.835320
       69.8359     11.234700      5.867460
       70.6404     11.187800      5.899790
       71.4542     11.141300      5.932290
       72.2774     11.090500      5.964970
       73.1100     11.035300      6.004390
       73.9522     10.985200      6.060990
       74.8041     10.945700      6.118140
       75.6659     10.911900      6.175810
       76.5375     10.882600      6.234040
       77.4192     10.857600      6.292800
       78.3111     10.836700      6.352130
       79.2132     10.820300      6.412010
       80.1258     10.808900      6.472460
       81.0488     10.811700      6.533480
       81.9825     10.821000      6.576120
       82.9269     10.819700      6.608810
       83.8822     10.813300      6.641660
       84.8485     10.804300      6.674670
       85.8260     10.793900      6.707850
       86.8147     10.783000      6.741190
       87.8148     10.772300      6.774700
       88.8264     10.765800      6.808370
       89.8497     10.765500      6.837650
       90.8847     10.761300      6.843840
       91.9317     10.742800      6.850050
       92.9908     10.716600      6.856250
       94.0620     10.684100      6.862470
       95.1456     10.645700      6.868690
       96.2417     10.601600      6.874910
       97.3503     10.551500      6.881140
       98.4718     10.495400      6.887380
       99.6062     10.432800      6.893620
      100.7540     10.363000      6.899870
      101.9140     10.283300      6.907820
      103.0880     10.198000      6.923110
      104.2760     10.111500      6.938430
      105.4770     10.019900      6.953800
      106.6920      9.923560      6.969180
      107.9210      9.824290      6.984610
      109.1650      9.727520      6.991740
      110.4220      9.617110      6.977230
      111.6940      9.480750      6.962760
      112.9810      9.329590      6.948310
      114.2820      9.174720      6.933890
      115.5990      9.005700      6.894600
      116.9310      8.797490      6.839460
      118.2780      8.555630      6.784750
      119.6400      8.285750      6.730490
      121.0190      8.005560      6.676650
      122.4130      7.685190      6.533410
      123.8230      7.258120      6.387000
      125.2490      6.752380      6.243870
      126.6920      6.163770      6.094580
      128.1520      5.461900      5.915690
      129.6280      4.615500      5.742040
      131.1210      3.644360      5.563590
      132.6320      2.428530      5.262340
      134.1600      0.760407      4.977420
      135.7050     -1.409680      4.778850
      136.8680     -3.591840      4.756150
      138.0690     -6.652080      5.160430
      139.6600    -10.368300      7.198590
      139.9700    -11.247300      7.678450
      141.4160    -14.648000      9.695780
      143.0450    -20.612200     12.214700
      143.2500    -21.830000     12.572400
      144.3540    -29.932100     18.304900
      145.0980    -35.984800     23.619000
      145.8460    -37.764700     37.731900
      147.3540    -28.436400     63.364500
      149.0520      1.468800     78.917600
      150.7690     25.049500     63.869000
      152.5050     32.860100     48.684300
      154.2620     33.306200     38.764700
      156.0390     31.281000     31.882600
      157.8370     29.594300     29.198100
      159.6550     28.666400     26.739700
      161.4940     27.861300     25.211900
      163.3550     27.384200     23.925100
      165.2370     26.991400     22.819400
      167.1400     26.699100     21.970600
      169.0660     26.553900     21.153400
      171.0130     26.413500     20.383700
      172.9830     26.275500     19.663700
      174.9760     26.116600     18.969200
      176.9920     25.862400     18.299200
      179.0310     25.459100     17.731500
      181.0930     25.116400     17.560100
      183.1790     24.962900     17.390300
      185.2890     24.883300     17.222200
      187.4240     24.849700     17.055700
      189.5830     24.848600     16.890800
      191.7670     24.872100     16.727500
      193.9760     24.915500     16.565800
      196.2110     24.976600     16.405700
      198.4710     25.056700     16.247100
      200.7570     25.172100     16.090000
      203.0700     25.298100     15.862200
      205.4100     25.389000     15.623000
      207.7760     25.456400     15.387500
      210.1690     25.510800     15.155400
      212.5910     25.553200     14.926900
      215.0400     25.583500     14.701800
      217.5170     25.600700     14.480100
      220.0230     25.603400     14.261800
      222.5570     25.565900     14.050700
      225.1210     25.524000     13.901600
      227.7140     25.513800     13.754000
      230.3380     25.503500     13.608000
      232.9910     25.492200     13.463500
      235.6750     25.477800     13.320500
      238.3900     25.458000     13.179100
      241.1360     25.431000     13.039200
      243.9140     25.394300     12.900700
      246.7240     25.344700     12.763800
      249.5660     25.276900     12.628200
      252.4410     25.185700     12.494100
      255.3490     24.988500     12.369300
      258.2910     24.793200     12.434300
      261.2660     24.719500     12.499600
      264.2760     24.668800     12.565300
      267.3210     24.641100     12.631300
      270.4000     24.631900     12.697700
      273.5150     24.638500     12.764400
      276.6660     24.659300     12.831500
      279.8530     24.693600     12.899000
      283.0770     24.741400     12.966700
      286.3380     24.803700     13.034900
      289.6370     24.881100     13.103400
      292.9730     25.004300     13.172300
      296.3480     25.144000     13.179300
      299.7620     25.248200     13.160700
      303.2150     25.337200     13.142100
      306.7080     25.417200     13.123500
      310.2420     25.490100     13.104900
      313.8160     25.555900     13.086400
      317.4310     25.612600     13.067900
      321.0880     25.643800     13.057500
      324.7860     25.679000     13.093300
      328.5280     25.747000     13.129200
      332.3130     25.824500     13.165200
      336.1410     25.920700     13.201400
      340.0130     26.030100     13.220800
      343.9300     26.133200     13.219100
      347.8920     26.227900     13.217400
      351.9000     26.319900     13.215700
      355.9540     26.410600     13.213900
      360.0540     26.500800     13.212200
      364.2020     26.590800     13.210500
      368.3980     26.680900     13.208800
      372.6420     26.771400     13.207100
      376.9340     26.862600     13.205400
      381.2770     26.954700     13.203600
      385.6690     27.048200     13.201900
      390.1120     27.143900     13.200200
      394.6060     27.247200     13.196700
      399.1520     27.349900     13.179100
      403.7500     27.443100     13.161500
      408.4010     27.534300     13.144000
      413.1060     27.623400     13.126500
      417.8650     27.710700     13.109000
      422.6780     27.796300     13.091500
      427.5480     27.880200     13.074000
      432.4730     27.962100     13.056600
      437.4550     28.041600     13.039200
      442.4940     28.117500     13.021800
      447.5920     28.185500     13.004500
      452.7480     28.246400     13.004800
      457.9640     28.316900     13.017300
      463.2390     28.399600     13.029900
      468.5760     28.487600     13.042500
      473.9740     28.581200     13.055200
      479.4340     28.680700     13.067800
      484.9570     28.787500     13.080400
      490.5440     28.905200     13.093100
      496.1950     29.047800     13.094300
      501.9110     29.187100     13.052800
      507.6930     29.298300     13.011400
      513.5410     29.404200     12.970100
      519.4570     29.505100     12.929000
      525.4410     29.602300     12.888000
      531.4950     29.696700     12.847100
      537.6170     29.788900     12.806400
      543.8110     29.879500     12.765800
      550.0750     29.969200     12.725300
      556.4120     30.058700     12.684900
      562.8220     30.148800     12.644700
      569.3050     30.250900     12.604600
      575.8640     30.353000     12.539800
      582.4980     30.436300     12.473400
      589.2080     30.514300     12.406300
      595.9960     30.586600     12.339400
      602.8610     30.654600     12.272900
      609.8060     30.719100     12.206800
      616.8310     30.780500     12.141000
      623.9370     30.841700     12.075600
      631.1250     30.901500     12.006200
      638.3950     30.960100     11.934000
      645.7500     31.015400     11.853400
      653.1880     31.058800     11.764900
      660.7130     31.090800     11.677100
      668.3240     31.110500     11.590100
      676.0230     31.118600     11.509700
      683.8110     31.125000     11.446500
      691.6890     31.136200     11.384100
      699.6570     31.150400     11.323600
      707.7170     31.169800     11.261300
      715.8700     31.186000     11.178900
      724.1160     31.188300     11.097100
      732.4580     31.182700     11.016000
      740.8960     31.170500     10.935400
      749.4310     31.152000     10.855400
      758.0640     31.127700     10.776000
      766.7970     31.097900     10.696000
      775.6310     31.062900     10.616300
      784.5660     31.022400     10.531800
      793.6040     30.971400     10.444800
      802.7460     30.909700     10.358600
      811.9940     30.838800     10.273100
      821.3480     30.758700     10.188200
      830.8100     30.669200     10.104000
      840.3810     30.570200     10.020200
      850.0620     30.460900      9.936100
      859.8540     30.340900      9.852230
      869.7600     30.208700      9.766890
      879.7790     30.062200      9.682290
      889.9140     29.901900      9.598330
      900.1660     29.726900      9.515100
      910.5360     29.536100      9.432600
      921.0250     29.330100      9.350820
      931.6350     29.105700      9.265980
      942.3680     28.858700      9.181040
      953.2240     28.588300      9.095190
      964.2050     28.290700      9.009610
      975.3120     27.964000      8.925000
      986.5480     27.605500      8.841260
      997.9130     27.211300      8.757670
     1009.4100     26.776700      8.674300
     1021.0400     26.295400      8.589570
     1032.8000     25.757600      8.502870
     1044.7000     25.153700      8.416500
     1056.7300     24.471200      8.329780
     1068.9100     23.693700      8.243940
     1081.2200     22.799800      8.158990
     1093.6700     21.759000      8.074910
     1106.2700     20.526900      7.991700
     1119.0200     19.035400      7.909350
     1131.9100     17.173200      7.827950
     1144.9500     14.738700      7.747400
     1158.1400     11.307700      7.667590
     1171.4800      5.709170      7.588580
     1184.9700     -8.777400      7.510400
     1189.5000    -50.997500      7.484560
     1189.7000    -50.972500     42.340700
     1198.6300     -0.450354     41.909300
     1212.4300     10.411800     41.256900
     1226.4000     16.135500     40.614600
     1240.5300     20.083400     39.983400
     1254.8200     23.106300     39.362800
     1269.2800     25.554100     38.754000
     1283.9000     27.607700     38.157400
     1298.6900     29.371000     37.570000
     1313.6500     30.908700     36.991600
     1328.7800     32.264600     36.422100
     1344.0900     33.469500     35.861200
     1359.5700     34.545200     35.309000
     1375.2300     35.507900     34.765200
     1391.0800     36.368800     34.229900
     1407.1000     37.135700     33.702700
     1423.3100     37.813000     33.183700
     1439.7100     38.401400     32.672800
     1456.2900     38.897500     32.169800
     1473.0700     39.288500     31.670800
     1490.0400     39.545100     31.178500
     1507.2000     39.600700     30.685500
     1524.5700     39.237900     30.195900
     1542.1300     36.353800     29.714200
     1543.9000     32.140100     29.666400
     1544.1000     32.146100     34.237100
     1559.9000     39.956500     33.798000
     1577.8700     41.483200     33.310600
     1596.0400     42.473800     32.830200
     1614.4300     43.208500     32.356700
     1633.0300     43.637300     31.889900
     1651.8400     43.795400     31.634300
     1670.8700     44.133500     32.189300
     1688.2000     45.194600     32.697600
     1688.4000     45.225600     32.680600
     1690.1200     45.382200     32.635400
     1709.5900     46.497400     32.130100
     1729.2800     47.296100     31.632600
     1749.2000     47.964000     31.142800
     1769.3500     48.544300     30.660500
     1789.7400     49.053400     30.185400
     1810.3500     49.495300     29.717500
     1831.2100     49.862900     29.257100
     1852.3000     50.119300     28.803800
     1873.6400     50.030200     28.357600
     1880.7000     48.524400     28.212700
     1880.9000     48.538800     29.456200
     1895.2300     50.734400     29.154800
     1917.0600     51.500400     28.705600
     1939.1400     52.065000     28.263300
     1961.4800     52.547900     27.827800
     1984.0800     52.979600     27.399000
     2006.9300     53.374800     26.979100
     2030.0500     53.747200     26.569400
     2053.4400     54.098500     26.157400
     2077.1000     54.424700     25.749800
     2101.0200     54.731300     25.348200
     2125.2300     55.020800     24.952000
     2149.7100     55.294300     24.561100
     2174.4700     55.553000     24.175500
     2199.5200     55.798100     23.795400
     2224.8600     56.030700     23.420600
     2250.4900     56.251300     23.050900
     2276.4200     56.460600     22.686300
     2302.6400     56.659400     22.327300
     2329.1700     56.847900     21.972600
     2356.0000     57.026600     21.624300
     2383.1400     57.197600     21.280800
     2410.5900     57.360000     20.941300
     2438.3600     57.513200     20.606900
     2466.4500     57.659100     20.278300
     2494.8700     57.797600     19.952700
     2523.6100     57.928500     19.633700
     2552.6800     58.053400     19.318200
     2582.0900     58.171200     19.007900
     2611.8300     58.282900     18.701600
     2641.9200     58.388000     18.400200
     2672.3500     58.487700     18.104000
     2703.1400     58.582400     17.812200
     2734.2800     58.672100     17.523900
     2765.7800     58.756000     17.239600
     2797.6400     58.834800     16.960300
     2829.8700     58.909100     16.684900
     2862.4700     58.978400     16.413800
     2895.4400     59.043400     16.147200
     2928.8000     59.104700     15.884700
     2962.5400     59.162000     15.625800
     2996.6700     59.215000     15.370700
     3031.1900     59.264100     15.119700
     3066.1100     59.309700     14.872700
     3101.4300     59.351800     14.629200
     3137.1600     59.390500     14.389600
     3173.3000     59.425800     14.153100
     3209.8500     59.457100     13.920800
     3246.8300     59.485800     13.692800
     3284.2300     59.512100     13.467600
     3322.0700     59.535100     13.245500
     3360.3400     59.555100     13.027600
     3399.0500     59.572600     12.812100
     3438.2000     59.586700     12.600700
     3477.8100     59.598700     12.392500
     3517.8800     59.608000     12.187500
     3558.4000     59.614900     11.985800
     3599.3900     59.619400     11.787100
     3640.8600     59.621400     11.591500
     3682.8000     59.621200     11.399100
     3725.2300     59.618700     11.209500
     3768.1400     59.613900     11.023000
     3811.5500     59.606900     10.839400
     3855.4600     59.597800     10.658700
     3899.8700     59.586500     10.480900
     3944.8000     59.573300     10.305900
     3990.2400     59.558000     10.133500
     4036.2100     59.540600      9.963890
     4082.7100     59.521200      9.796860
     4129.7400     59.499800      9.632620
     4177.3100     59.476500      9.470750
     4225.4400     59.450900      9.311510
     4274.1100     59.423500      9.154830
     4323.3500     59.394000      9.000650
     4373.1500     59.362600      8.848920
     4423.5300     59.329200      8.699450
     4474.4900     59.293700      8.552410
     4526.0400     59.256100      8.407570
     4578.1800     59.216400      8.265120
     4630.9200     59.174600      8.124900
     4684.2700     59.130600      7.986880
     4738.2300     59.084400      7.851030
     4792.8100     59.035800      7.717300
     4848.0200     58.984900      7.585670
     4903.8700     58.931400      7.456150
     4960.3700     58.875500      7.328670
     5017.5100     58.817000      7.203070
     5075.3100     58.755600      7.079590
     5133.7800     58.691400      6.957920
     5192.9200     58.623900      6.838190
     5252.7400     58.553300      6.720430
     5313.2500     58.479300      6.604580
     5374.4600     58.401700      6.490510
     5436.3700     58.320300      6.378200
     5499.0000     58.234700      6.267430
     5562.3500     58.144600      6.158760
     5626.4200     58.049800      6.051410
     5691.2400     57.949500      5.945920
     5756.8000     57.843500      5.842080
     5823.1200     57.731200      5.739850
     5890.2000     57.612100      5.639370
     5958.0600     57.485200      5.540180
     6026.6900     57.349700      5.442760
     6096.1200     57.204600      5.346830
     6166.3500     57.048600      5.252380
     6237.3800     56.880000      5.159360
     6309.2400     56.696900      5.067790
     6381.9200     56.497000      4.977670
     6455.4400     56.277000      4.888920
     6529.8000     56.032700      4.801520
     6605.0300     55.758800      4.715530
     6681.1100     55.447400      4.630830
     6758.0800     55.087400      4.547340
     6835.9300     54.661300      4.465270
     6914.6800     54.140600      4.384500
     6994.3400     53.471700      4.304900
     7074.9100     52.536000      4.226600
     7156.4200     50.963200      4.149610
     7238.8600     43.674300      4.073600
     7242.7000     34.946600      4.070100
     7242.9000     34.947600     11.542900
     7322.2500     50.866200     11.310900
     7406.6000     52.519900     11.072000
     7491.9200     53.381000     10.838300
     7578.2300     53.878400     10.609400
     7665.5300     54.119700     10.385200
     7753.8400     54.099400     10.165800
     7843.1600     53.651500      9.951240
     7930.2000     45.817500      9.748730
     7930.4000     45.820300     13.626900
     7933.5100     49.982400     13.616500
     8024.9100     54.380800     13.318100
     8117.3500     55.382200     13.026300
     8210.8600     55.912300     12.740600
     8305.4500     56.029000     12.461100
     8375.5000     52.658800     12.260000
     8375.7000     52.659600     14.046900
     8401.1300     55.931100     13.984300
     8497.9100     57.241300     13.750300
     8595.8000     57.950900     13.519600
     8694.8300     58.499600     13.291700
     8794.9900     58.960500     13.066800
     8896.3100     59.362400     12.844600
     8998.7900     59.719900     12.624800
     9102.4600     60.042100     12.407900
     9207.3200     60.335200     12.193900
     9313.3800     60.603700     11.982800
     9420.6700     60.850800     11.774700
     9529.2000     61.079500     11.569400
     9638.9700     61.291600     11.366800
     9750.0100     61.488700     11.167000
     9862.3300     61.672500     10.970200
     9975.9500     61.844000     10.775700
    10090.9000     62.004300     10.584300
    10207.1000     62.154300     10.395700
    10324.7000     62.294800     10.209800
    10443.6000     62.426500     10.026600
    10563.9000     62.549900      9.846210
    10685.6000     62.665800      9.668520
    10808.7000     62.774500      9.493530
    10933.3000     62.876600      9.321210
    11059.2000     62.972300      9.151560
    11186.6000     63.062200      8.984540
    11315.5000     63.146500      8.820150
    11445.8000     63.225600      8.658340
    11577.7000     63.299800      8.499110
    11711.1000     63.369300      8.342430
    11846.0000     63.434300      8.188270
    11982.4000     63.495200      8.036600
    12120.5000     63.552200      7.887420
    12260.1000     63.605300      7.740670
    12401.3000     63.654900      7.596350
    12544.2000     63.701100      7.454430
    12688.7000     63.744100      7.314870
    12834.9000     63.784000      7.177650
    12982.7000     63.821000      7.042740
    13132.3000     63.855200      6.910120
    13283.6000     63.886800      6.779760
    13436.6000     63.915900      6.651620
    13591.4000     63.942600      6.525690
    13748.0000     63.966900      6.401930
    13906.3000     63.989200      6.280310
    14066.5000     64.009300      6.160800
    14228.6000     64.027500      6.043390
    14392.5000     64.043700      5.928030
    14558.3000     64.058200      5.814710
    14726.0000     64.071000      5.703390
    14895.6000     64.082100      5.594040
    15067.2000     64.091700      5.486640
    15240.8000     64.099800      5.381150
    15416.4000     64.106500      5.277560
    15594.0000     64.111800      5.175820
    15773.6000     64.115800      5.075930
    15955.3000     64.118600      4.977840
    16139.1000     64.120300      4.881530
    16325.1000     64.120800      4.786970
    16513.1000     64.120200      4.694140
    16703.4000     64.118700      4.603000
    16895.8000     64.116100      4.513540
    17090.4000     64.112700      4.425730
    17287.3000     64.108300      4.339530
    17486.4000     64.103200      4.254930
    17687.9000     64.097200      4.171900
    17891.7000     64.090500      4.090410
    18097.8000     64.083000      4.010440
    18306.2000     64.074900      3.931960
    18517.1000     64.066100      3.854950
    18730.4000     64.056700      3.779380
    18946.2000     64.046700      3.705240
    19164.5000     64.036200      3.632490
    19385.3000     64.025100      3.561110
    19608.6000     64.013500      3.491080
    19834.5000     64.001400      3.422380
    20062.9000     63.988800      3.354980
    20294.1000     63.975800      3.288860
    20527.9000     63.962400      3.224000
    20764.3000     63.948600      3.160380
    21003.5000     63.934500      3.097980
    21245.5000     63.919900      3.036770
    21490.2000     63.905100      2.976730
    21737.8000     63.889900      2.917850
    21988.2000     63.874400      2.860090
    22241.5000     63.858600      2.803450
    22497.8000     63.842500      2.747900
    22756.9000     63.826200      2.693430
    23019.1000     63.809600      2.640000
    23284.3000     63.792700      2.587620
    23552.5000     63.775700      2.536240
    23823.8000     63.758400      2.485870
    24098.3000     63.740900      2.436470
    24375.9000     63.723200      2.388040
    24656.7000     63.705300      2.340550
    24940.7000     63.687200      2.293980
    25228.0000     63.668900      2.248330
    25518.7000     63.650400      2.203560
    25812.6000     63.631800      2.159670
    26110.0000     63.613000      2.116650
    26410.8000     63.594000      2.074460
    26715.0000     63.574900      2.033100
    27022.8000     63.555600      1.992560
    27334.1000     63.536100      1.952810
    27649.0000     63.516500      1.913840
    27967.5000     63.496600      1.875650
    28289.7000     63.476700      1.838200
    28615.6000     63.456500      1.801490
    28945.2000     63.436200      1.765510
    29278.7000     63.415700      1.730240
    29615.9000     63.395000      1.695660
    29957.1000     63.374300      1.661770
    30000.0000     63.372100      1.657580
#S 32 Ge
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
       10.0000  -9999.000000      3.011830
       10.1617  -9999.000000      3.055480
       10.3261  -9999.000000      3.099760
       10.4931  -9999.000000      3.144680
       10.6628  -9999.000000      3.190250
       10.8353  -9999.000000      3.218250
       11.0106  -9999.000000      3.207550
       11.1886  -9999.000000      3.196890
       11.3696  -9999.000000      3.186260
       11.5535  -9999.000000      3.175680
       11.7404  -9999.000000      3.166870
       11.9303  -9999.000000      3.158160
       12.1232  -9999.000000      3.149470
       12.3193  -9999.000000      3.140800
       12.5186  -9999.000000      3.132160
       12.7210  -9999.000000      3.114210
       12.9268  -9999.000000      3.016830
       13.1359  -9999.000000      2.922500
       13.3483  -9999.000000      2.831120
       13.5642  -9999.000000      2.742600
       13.7836  -9999.000000      2.656850
       14.0066  -9999.000000      2.573780
       14.2331  -9999.000000      2.493300
       14.4633  -9999.000000      2.415340
       14.6973  -9999.000000      2.339820
       14.9350  -9999.000000      2.266660
       15.1765  -9999.000000      2.186980
       15.4220  -9999.000000      2.106970
       15.6714  -9999.000000      2.029870
       15.9249  -9999.000000      1.955600
       16.1825  -9999.000000      1.884050
       16.4442  -9999.000000      1.815110
       16.7102  -9999.000000      1.748700
       16.9805  -9999.000000      1.684720
       17.2551  -9999.000000      1.623080
       17.5342  -9999.000000      1.563690
       17.8178  -9999.000000      1.506480
       18.1060  -9999.000000      1.451360
       18.3989  -9999.000000      1.398250
       18.6964  -9999.000000      1.344060
       18.9988  -9999.000000      1.285860
       19.3061  -9999.000000      1.230180
       19.6184  -9999.000000      1.176900
       19.9357  -9999.000000      1.125940
       20.2582  -9999.000000      1.077180
       20.5858  -9999.000000      1.030540
       20.9188  -9999.000000      0.982739
       21.2571  -9999.000000      0.923062
       21.6009  -9999.000000      0.867009
