# File generated fom CXRO data
# found in https://henke.lbl.gov/optical_constants/asf.html
#S 89 Ac
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
    15048.4000     74.134000      7.953570
    15199.9000     67.154800      7.815780
    15200.1000     67.155700     10.897100
    15291.8000     73.760100     10.801400
    15539.1000     75.024400     10.549900
    15790.4000     75.087600     10.304300
    15860.7000     72.198100     10.237400
    15860.9000     72.198700     11.704800
    16045.8000     76.111900     11.506000
    16305.4000     76.963700     11.236500
    16569.1000     77.548000     10.971600
    16837.1000     78.010900     10.711400
    17109.4000     78.397900     10.455900
    17386.1000     78.730800     10.205100
    17667.4000     79.022300      9.958960
    17953.1000     79.280500      9.717540
    18243.5000     79.511100      9.480790
    18538.6000     79.718300      9.248720
    18838.4000     79.905300      9.021270
    19143.1000     80.074600      8.798450
    19452.7000     80.228300      8.580200
    19767.4000     80.368000      8.366480
    20087.1000     80.495200      8.157260
    20412.0000     80.611000      7.952500
    20742.1000     80.716500      7.752150
    21077.6000     80.812600      7.556150
    21418.5000     80.900100      7.364460
    21765.0000     80.979600      7.177010
    22117.0000     81.051800      6.993770
    22474.7000     81.117300      6.814650
    22838.2000     81.176500      6.639610
    23207.6000     81.229900      6.468580
    23583.0000     81.277900      6.301500
    23964.4000     81.321000      6.138320
    24352.0000     81.359400      5.978950
    24745.9000     81.393400      5.823340
    25146.2000     81.423400      5.671420
    25552.9000     81.449700      5.523140
    25966.2000     81.472400      5.378410
    26386.1000     81.491800      5.237180
    26812.9000     81.508200      5.099380
    27246.6000     81.521700      4.964940
    27687.3000     81.532500      4.833800
    28135.1000     81.540800      4.705900
    28590.2000     81.546800      4.581160
    29052.6000     81.550600      4.459530
    29522.5000     81.552300      4.340930
    30000.0000     81.552100      4.225310
#S 46 Pd
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
       10.0000  -9999.000000      1.150580
       10.1617  -9999.000000      1.209500
       10.3261  -9999.000000      1.271440
       10.4931  -9999.000000      1.336550
       10.6628  -9999.000000      1.404990
       10.8353  -9999.000000      1.476940
       11.0106  -9999.000000      1.546950
       11.1886  -9999.000000      1.614730
       11.3696  -9999.000000      1.685480
       11.5535  -9999.000000      1.759340
       11.7404  -9999.000000      1.836430
       11.9303  -9999.000000      1.916890
       12.1232  -9999.000000      2.000890
       12.3193  -9999.000000      2.089480
       12.5186  -9999.000000      2.184210
       12.7210  -9999.000000      2.283250
       12.9268  -9999.000000      2.386770
       13.1359  -9999.000000      2.494980
       13.3483  -9999.000000      2.608100
       13.5642  -9999.000000      2.726350
       13.7836  -9999.000000      2.842830
       14.0066  -9999.000000      2.961070
       14.2331  -9999.000000      3.084230
       14.4633  -9999.000000      3.212510
       14.6973  -9999.000000      3.346130
       14.9350  -9999.000000      3.485310
       15.1765  -9999.000000      3.617510
       15.4220  -9999.000000      3.737840
       15.6714  -9999.000000      3.862180
       15.9249  -9999.000000      3.990660
       16.1825  -9999.000000      4.123410
       16.4442  -9999.000000      4.260570
       16.7102  -9999.000000      4.402300
       16.9805  -9999.000000      4.548750
       17.2551  -9999.000000      4.690590
       17.5342  -9999.000000      4.832110
       17.8178  -9999.000000      4.977900
       18.1060  -9999.000000      5.128080
       18.3989  -9999.000000      5.282800
       18.6964  -9999.000000      5.442190
       18.9988  -9999.000000      5.606380
       19.3061  -9999.000000      5.752660
       19.6184  -9999.000000      5.889400
       19.9357  -9999.000000      6.029390
       20.2582  -9999.000000      6.172700
       20.5858  -9999.000000      6.319420
       20.9188  -9999.000000      6.469620
       21.2571  -9999.000000      6.623400
       21.6009  -9999.000000      6.767950
       21.9503  -9999.000000      6.908290
       22.3053  -9999.000000      7.051550
       22.6661  -9999.000000      7.197760
       23.0327  -9999.000000      7.347020
       23.4053  -9999.000000      7.499370
       23.7838  -9999.000000      7.654870
       24.1685  -9999.000000      7.807370
       24.5594  -9999.000000      7.941540
       24.9566  -9999.000000      8.078010
       25.3603  -9999.000000      8.216830
       25.7705  -9999.000000      8.358030
       26.1873  -9999.000000      8.501670
       26.6109  -9999.000000      8.647770
       27.0413  -9999.000000      8.778380
       27.4786  -9999.000000      8.883180
       27.9231  -9999.000000      8.989240
       28.3747  -9999.000000      9.096560
       28.8337  -9999.000000      9.205170
       29.3000      1.547280      9.315070
       29.7739      1.681910      9.419390
       30.2555      1.808490      9.510270
       30.7449      1.927730      9.602030
       31.2421      2.042590      9.694670
       31.7475      2.153740      9.788210
       32.2609      2.260860      9.882650
       32.7827      2.361750      9.978010
       33.3130      2.453900     10.084200
       33.8518      2.550680     10.202600
       34.3993      2.654310     10.322300
       34.9557      2.759470     10.443500
       35.5211      2.865070     10.566100
       36.0956      2.969990     10.690100
       36.6794      3.067590     10.815600
       37.2727      3.152210     10.954100
       37.8755      3.251310     11.125500
       38.4882      3.368390     11.299500
       39.1107      3.496900     11.476300
       39.7432      3.635640     11.655900
       40.3861      3.784290     11.838200
       41.0393      3.943430     12.023400
       41.7031      4.113950     12.211600
       42.3776      4.297930     12.402600
       43.0630      4.499250     12.596600
       43.7595      4.736520     12.793700
       44.4673      4.985010     12.933000
       45.1865      5.216550     13.061100
       45.9174      5.436550     13.190500
       46.6600      5.654940     13.321100
       47.4147      5.873310     13.453100
       48.1816      6.092880     13.586300
       48.9609      6.314090     13.720900
       49.7528      6.537060     13.856800
       50.5576      6.760720     13.994000
       51.3753      6.979360     14.132600
       52.2062      7.194390     14.297200
       53.0506      7.429980     14.482400
       53.9087      7.692040     14.670000
       54.7806      7.971980     14.860100
       55.6667      8.272050     15.052600
       56.5670      8.599530     15.247600
       57.4820      8.952740     15.418800
       58.4117      9.310930     15.579400
       59.3564      9.676710     15.741700
       60.3165     10.060000     15.905700
       61.2921     10.465000     16.071400
       62.2834     10.897900     16.238800
       63.2908     11.368900     16.407900
       64.3145     11.911500     16.578800
       65.3547     12.506400     16.615500
       66.4118     13.049500     16.635000
       67.4859     13.596100     16.654600
       68.5775     14.171800     16.674300
       69.6867     14.829700     16.667900
       70.8138     15.495900     16.502900
       71.9591     16.076100     16.339500
       73.1230     16.662500     16.177700
       74.3057     17.314100     16.017500
       75.5076     17.986800     15.701300
       76.7289     18.563800     15.384000
       77.9699     19.148900     15.073100
       79.2310     19.860400     14.768400
       80.5125     20.669900     14.259200
       81.8147     21.307900     13.445000
       83.1380     21.747100     12.611700
       84.4827     22.012300     11.799800
       85.8491     22.178500     11.040200
       87.2377     22.274000     10.329500
       88.6487     22.316000      9.664500
       90.0825     22.317700      9.042320
       91.5395     22.289200      8.460210
       93.0201     22.254200      7.915560
       94.5246     22.213200      7.370380
       96.0535     22.115200      6.818410
       97.6071     21.973700      6.307760
       99.1858     21.807400      5.835370
      100.7900     21.623800      5.398340
      102.4200     21.429000      4.994060
      104.0770     21.227700      4.620040
      105.7600     21.028400      4.274040
      107.4710     20.843700      3.953950
      109.2090     20.669300      3.572160
      110.9750     20.417700      3.209270
      112.7700     20.130300      2.883230
      114.5940     19.816600      2.598070
      116.4480     19.504600      2.378040
      118.3310     19.205800      2.176650
      120.2450     18.906900      1.992310
      122.1900     18.598900      1.823580
      124.1660     18.277800      1.703090
      126.1750     17.980100      1.601830
      128.2150     17.677400      1.516300
      130.2890     17.380400      1.463110
      132.3970     17.084000      1.432910
      134.5380     16.805000      1.422820
      136.7140     16.532800      1.446630
      138.9250     16.285000      1.477860
      141.1720     16.036500      1.524890
      143.4560     15.811900      1.603880
      145.7760     15.613700      1.686970
      148.1340     15.432900      1.773420
      150.5300     15.266600      1.864190
      152.9640     15.115300      1.959620
      155.4390     14.977700      2.051600
      157.9530     14.847400      2.146520
      160.5070     14.727100      2.245840
      163.1030     14.618800      2.349760
      165.7420     14.531700      2.458480
      168.4220     14.475700      2.545460
      171.1460     14.399900      2.614460
      173.9150     14.320200      2.685320
      176.7270     14.241200      2.758110
      179.5860     14.164000      2.832870
      182.4910     14.090400      2.909650
      185.4420     14.022400      2.985170
      188.4420     13.953300      3.059470
      191.4890     13.885400      3.135620
      194.5870     13.819900      3.213670
      197.7340     13.757500      3.293660
      200.9320     13.699800      3.375650
      204.1820     13.650300      3.459670
      207.4850     13.610300      3.529370
      210.8400     13.560800      3.592980
      214.2510     13.508100      3.657720
      217.7160     13.454200      3.723640
      221.2370     13.400400      3.790750
      224.8160     13.347800      3.859070
      228.4520     13.300300      3.928610
      232.1470     13.266900      3.990750
      235.9020     13.221700      4.031500
      239.7170     13.165100      4.072670
      243.5950     13.102900      4.113680
      247.5350     13.036000      4.154650
      251.5380     12.968500      4.196020
      255.6070     12.911700      4.230680
      259.7410     12.837100      4.235990
      263.9420     12.741800      4.241300
      268.2110     12.635800      4.246630
      272.5490     12.515500      4.235410
      276.9570     12.368700      4.220700
      281.4370     12.196800      4.206050
      285.9890     11.998800      4.193110
      290.6150     11.776800      4.183330
      295.3150     11.525500      4.173560
      300.0920     11.234400      4.169140
      304.9450     10.909300      4.172850
      309.8780     10.522900      4.176560
      314.8900     10.092000      4.246020
      319.9830      9.638530      4.328070
      325.1580      9.113530      4.419760
      330.4180      8.547870      4.590130
      335.7620      7.927810      4.767070
      341.1920      7.197610      4.971100
      346.7110      6.260830      5.201960
      352.3190      5.133980      5.812840
      358.0170      3.949070      6.766280
      363.8080      2.884860      8.081330
      369.6920      2.014840      9.886700
      375.6720      2.077700     11.936200
      381.7480      2.234140     13.595700
      387.9220      2.819520     15.374300
      394.1970      3.483310     16.720100
      400.5730      4.437530     18.183900
      407.0520      5.458540     19.050700
      413.6350      6.523080     19.890200
      420.3260      7.462460     20.362100
      427.1240      8.238980     20.845100
      434.0320      8.993650     21.331400
      441.0520      9.702070     21.752000
      448.1860     10.376400     22.180900
      455.4350     11.041400     22.618200
      462.8020     11.717800     23.064200
      470.2870     12.508300     23.491100
      477.8940     13.255200     23.772900
      485.6230     13.936400     24.058200
      493.4780     14.606300     24.346900
      501.4590     15.277700     24.639100
      509.5700     15.971600     24.932300
      517.8120     16.670500     25.193700
      526.1870     17.379100     25.457800
      534.6980     18.115700     25.724700
      543.3460     18.923000     25.994300
      552.1340     19.817700     26.128200
      561.0650     20.648800     26.146800
      570.1390     21.406600     26.165400
      579.3610     22.152800     26.184000
      588.7320     22.960000     26.202600
      598.2540     23.771000     26.091300
      607.9300     24.491100     25.916900
      617.7630     25.151900     25.743700
      627.7550     25.772100     25.571700
      637.9080     26.340500     25.400800
      648.2260     26.905100     25.304700
      658.7110     27.495400     25.216700
      669.3650     28.141800     25.129100
      680.1910     28.829500     24.980800
      691.1930     29.477500     24.753500
      702.3720     30.090900     24.528300
      713.7330     30.763900     24.305200
      725.2770     31.419600     23.948100
      737.0080     31.975900     23.553000
      748.9280     32.476200     23.164500
      761.0420     32.920000     22.782300
      773.3510     33.347300     22.445000
      785.8590     33.791800     22.092200
      798.5700     34.208200     21.709200
      811.4860     34.582100     21.331100
      824.6110     34.933200     20.960100
      837.9490     35.265800     20.595900
      851.5020     35.581700     20.236100
      865.2740     35.881700     19.880900
      879.2690     36.166400     19.530200
      893.4910     36.437200     19.185900
      907.9430     36.696100     18.847500
      922.6280     36.948000     18.515100
      937.5510     37.190200     18.181400
      952.7150     37.419200     17.852000
      968.1240     37.638600     17.527100
      983.7830     37.851100     17.208100
      999.6950     38.057800     16.891600
     1015.8600     38.268700     16.577600
     1032.2900     38.470500     16.240300
     1048.9900     38.644600     15.906000
     1065.9600     38.804400     15.574700
     1083.2000     38.949000     15.250200
     1100.7200     39.082200     14.932400
     1118.5200     39.204900     14.621200
     1136.6100     39.318300     14.316800
     1155.0000     39.423200     14.018600
     1173.6800     39.520200     13.726600
     1192.6600     39.609800     13.440600
     1211.9500     39.692400     13.160600
     1231.5500     39.768100     12.886300
     1251.4700     39.837500     12.618100
     1271.7200     39.901200     12.355900
     1292.2900     39.959600     12.099400
     1313.1900     40.013100     11.848300
     1334.4300     40.061900     11.602600
     1356.0100     40.106200     11.361900
     1377.9400     40.146100     11.126000
     1400.2300     40.181800     10.895100
     1422.8800     40.213600     10.669000
     1445.8900     40.241600     10.447500
     1469.2800     40.266100     10.230400
     1493.0400     40.287200     10.017500
     1517.1900     40.305000      9.808040
     1541.7300     40.318400      9.602810
     1566.6700     40.328400      9.401890
     1592.0100     40.335200      9.205040
     1617.7600     40.338700      9.012290
     1643.9200     40.339400      8.823590
     1670.5100     40.337400      8.638940
     1697.5300     40.333500      8.458200
     1724.9900     40.328800      8.281320
     1752.8900     40.323800      8.101260
     1781.2400     40.311400      7.922770
     1810.0500     40.293200      7.746420
     1839.3200     40.269600      7.574200
     1869.0700     40.241700      7.405860
     1899.3000     40.209700      7.241310
     1930.0200     40.173900      7.080280
     1961.2400     40.134100      6.922810
     1992.9600     40.090200      6.768860
     2025.2000     40.043500      6.622170
     2057.9500     39.997500      6.470640
     2091.2400     39.943500      6.320880
     2125.0600     39.883300      6.173930
     2159.4300     39.817400      6.029830
     2194.3600     39.745800      5.887820
     2229.8500     39.667600      5.747900
     2265.9200     39.582500      5.610580
     2302.5700     39.490200      5.475610
     2339.8100     39.389800      5.342890
     2377.6600     39.280800      5.212350
     2416.1100     39.162200      5.084090
     2455.1900     39.033200      4.958040
     2494.9000     38.892100      4.834140
     2535.2600     38.737700      4.712300
     2576.2600     38.568000      4.592570
     2617.9300     38.380900      4.474940
     2660.2700     38.173200      4.359360
     2703.3000     37.941200      4.245690
     2747.0300     37.680100      4.133990
     2791.4600     37.383300      4.024240
     2836.6100     37.041300      3.916460
     2882.4900     36.640900      3.810480
     2929.1100     36.161400      3.706280
     2976.4800     35.569100      3.604010
     3024.6300     34.801500      3.503490
     3073.5500     33.720700      3.404730
     3123.2600     31.894900      3.307640
     3173.2000     16.395100      3.214380
     3173.4000     16.395800     10.985900
     3173.7800     20.253000     10.983900
     3225.1100     31.576000     10.717600
     3277.2700     32.588300     10.457500
     3330.2000     26.027800     10.204300
     3330.4000     26.032000     14.058900
     3384.1500     34.550100     13.724000
     3438.8800     35.964800     13.396400
     3494.5000     36.833600     13.076300
     3551.0200     37.307900     12.764400
     3604.2000     34.759200     12.482000
     3604.4000     34.761400     14.080600
     3608.4600     36.704500     14.059800
     3666.8200     38.680200     13.765800
     3726.1300     39.543200     13.476500
     3786.4000     40.212600     13.188400
     3847.6400     40.775700     12.903600
     3909.8700     41.267200     12.622000
     3973.1100     41.702400     12.343900
     4037.3800     42.093500     12.069000
     4102.6800     42.447400     11.797200
     4169.0300     42.769500     11.529000
     4236.4600     43.063400     11.264800
     4304.9800     43.333300     11.005200
     4374.6200     43.581300     10.748200
     4445.3700     43.809700     10.495700
     4517.2700     44.020200     10.247500
     4590.3300     44.214400     10.003400
     4664.5800     44.394000      9.763220
     4740.0300     44.559800      9.527280
     4816.6900     44.713000      9.295770
     4894.6000     44.854700      9.068470
     4973.7700     44.985500      8.845280
     5054.2100     45.106300      8.626410
     5135.9600     45.217800      8.411770
     5219.0300     45.320500      8.201460
     5303.4400     45.415000      7.995170
     5389.2200     45.501900      7.793240
     5476.3900     45.581700      7.595480
     5564.9700     45.654800      7.401880
     5654.9800     45.721700      7.212340
     5746.4400     45.782600      7.026770
     5839.3900     45.838000      6.845350
     5933.8300     45.888100      6.667860
     6029.8100     45.933300      6.494420
     6127.3300     45.974100      6.324850
     6226.4400     46.010400      6.159000
     6327.1500     46.042700      5.997120
     6429.4800     46.071200      5.838850
     6533.4800     46.096000      5.684280
     6639.1500     46.117500      5.533350
     6746.5400     46.135700      5.386040
     6855.6500     46.151100      5.242310
     6966.5400     46.163600      5.101870
     7079.2200     46.173400      4.964860
     7193.7200     46.180800      4.831240
     7310.0700     46.185800      4.700790
     7428.3100     46.188600      4.573680
     7548.4500     46.189300      4.449630
     7670.5400     46.188100      4.328830
     7794.6100     46.185100      4.210980
     7920.6800     46.180300      4.096000
     8048.7900     46.174100      3.984080
     8178.9800     46.166200      3.874920
     8311.2600     46.157000      3.768630
     8445.6900     46.146500      3.665010
     8582.2900     46.134800      3.564150
     8721.1100     46.121900      3.465820
     8862.1600     46.107900      3.370090
     9005.5000     46.092900      3.276740
     9151.1600     46.076900      3.186070
     9299.1700     46.060100      3.097680
     9449.5800     46.042600      3.011680
     9602.4200     46.024200      2.927820
     9757.7300     46.005000      2.846340
     9915.5500     45.985300      2.767020
    10075.9000     45.964900      2.689810
    10238.9000     45.943900      2.614680
    10404.5000     45.922400      2.541580
    10572.8000     45.900400      2.470460
    10743.8000     45.877900      2.401270
    10917.6000     45.854900      2.333970
    11094.2000     45.831500      2.268510
    11273.6000     45.807800      2.204850
    11455.9000     45.783600      2.142930
    11641.2000     45.759100      2.082720
    11829.5000     45.734200      2.024170
    12020.8000     45.709100      1.967240
    12215.3000     45.683500      1.911890
    12412.8000     45.657700      1.858080
    12613.6000     45.631600      1.805770
    12817.6000     45.605100      1.754930
    13025.0000     45.578400      1.705500
    13235.6000     45.551300      1.657460
    13449.7000     45.523900      1.610770
    13667.2000     45.496200      1.565390
    13888.3000     45.468200      1.521290
    14112.9000     45.439700      1.478440
    14341.2000     45.410900      1.436800
    14573.1000     45.381700      1.396340
    14808.9000     45.352100      1.357030
    15048.4000     45.321900      1.318840
    15291.8000     45.291300      1.281740
    15539.1000     45.260000      1.245690
    15790.4000     45.228200      1.210670
    16045.8000     45.195700      1.176660
    16305.4000     45.162400      1.143610
    16569.1000     45.128200      1.111520
    16837.1000     45.093100      1.080350
    17109.4000     45.057000      1.050070
    17386.1000     45.019600      1.020670
    17667.4000     44.980900      0.992113
    17953.1000     44.940700      0.964380
    18243.5000     44.898800      0.937448
    18538.6000     44.854800      0.911296
    18838.4000     44.808600      0.885900
    19143.1000     44.759700      0.861240
    19452.7000     44.707700      0.837296
    19767.4000     44.652000      0.814046
    20087.1000     44.592000      0.791473
    20412.0000     44.526800      0.769556
    20742.1000     44.455300      0.748277
    21077.6000     44.375800      0.727617
    21418.5000     44.286500      0.707561
    21765.0000     44.184200      0.688089
    22117.0000     44.064700      0.669186
    22474.7000     43.921100      0.650836
    22838.2000     43.741900      0.633022
    23207.6000     43.505100      0.615730
    23583.0000     43.161000      0.598944
    23964.4000     42.549700      0.582650
    24350.2000     34.645500      0.566870
    24350.4000     34.645600      3.611410
    24352.0000     37.401200      3.611040
    24745.9000     42.737000      3.523510
    25146.2000     43.462600      3.437530
    25552.9000     43.897700      3.353110
    25966.2000     44.210400      3.270260
    26386.1000     44.454200      3.188960
    26812.9000     44.653100      3.109240
    27246.6000     44.820400      3.031080
    27687.3000     44.963800      2.954470
    28135.1000     45.088700      2.879410
    28590.2000     45.198600      2.805890
    29052.6000     45.296200      2.733910
    29522.5000     45.383300      2.663440
    30000.0000     45.461600      2.594480
#S 61 Pm
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
       10.0000  -9999.000000      0.216409
       10.1617  -9999.000000      0.224290
       10.3261  -9999.000000      0.232458
       10.4931  -9999.000000      0.240924
       10.6628  -9999.000000      0.249698
       10.8353  -9999.000000      0.258791
       11.0106  -9999.000000      0.268216
       11.1886  -9999.000000      0.277984
       11.3696  -9999.000000      0.288107
       11.5535  -9999.000000      0.298599
       11.7404  -9999.000000      0.309474
       11.9303  -9999.000000      0.320744
       12.1232  -9999.000000      0.332425
       12.3193  -9999.000000      0.342577
       12.5186  -9999.000000      0.351995
       12.7210  -9999.000000      0.361672
       12.9268  -9999.000000      0.371615
       13.1359  -9999.000000      0.381831
       13.3483  -9999.000000      0.392328
       13.5642  -9999.000000      0.403114
       13.7836  -9999.000000      0.413580
       14.0066  -9999.000000      0.422763
       14.2331  -9999.000000      0.432149
       14.4633  -9999.000000      0.441745
       14.6973  -9999.000000      0.454608
       14.9350  -9999.000000      0.467940
       15.1765  -9999.000000      0.481663
       15.4220  -9999.000000      0.495789
       15.6714  -9999.000000      0.510328
       15.9249  -9999.000000      0.525294
       16.1825  -9999.000000      0.540699
       16.4442  -9999.000000      0.557512
       16.7102  -9999.000000      0.575659
       16.9805  -9999.000000      0.594396
       17.2551  -9999.000000      0.613743
       17.5342  -9999.000000      0.635334
       17.8178  -9999.000000      0.669871
       18.1060  -9999.000000      0.706284
       18.3989  -9999.000000      0.744677
       18.6964  -9999.000000      0.797210
       18.9988  -9999.000000      0.886072
       19.3061  -9999.000000      0.984840
       19.6184  -9999.000000      1.113590
       19.9357  -9999.000000      1.357650
       20.2582  -9999.000000      1.655200
       20.5858  -9999.000000      2.039670
       20.9188  -9999.000000      2.623620
       21.2571  -9999.000000      3.227310
       21.6009  -9999.000000      3.828030
       21.9503  -9999.000000      4.540560
       22.3053  -9999.000000      5.398400
       22.6661  -9999.000000      6.429380
       23.0327  -9999.000000      7.599680
       23.4053  -9999.000000      8.887750
       23.7838  -9999.000000     10.321800
       24.1685  -9999.000000     11.935200
       24.5594  -9999.000000     12.953000
       24.9566  -9999.000000     13.609600
       25.3603  -9999.000000     14.299500
       25.7705  -9999.000000     14.677000
       26.1873  -9999.000000     14.965400
       26.6109  -9999.000000     15.259400
       27.0413  -9999.000000     15.462300
       27.4786  -9999.000000     15.178200
       27.9231  -9999.000000     14.899400
       28.3747  -9999.000000     14.625600
       28.8337  -9999.000000     14.356900
       29.3000      8.456150     14.093200
       29.7739      9.086740     13.790300
       30.2555      9.625630     13.404100
       30.7449     10.087200     13.028700
       31.2421     10.499000     12.663800
       31.7475     10.883700     12.309200
       32.2609     11.270300     11.964500
       32.7827     11.622200     11.506000
       33.3130     11.868900     11.049900
       33.8518     12.047200     10.611900
       34.3993     12.162100     10.191300
       34.9557     12.193000      9.828920
       35.5211     12.243200      9.543700
       36.0956     12.296900      9.266750
       36.6794     12.340700      8.997840
       37.2727     12.364600      8.736730
       37.8755     12.354300      8.483210
       38.4882     12.335100      8.301420
       39.1107     12.335900      8.127350
       39.7432     12.339500      7.956920
       40.3861     12.339700      7.790070
       41.0393     12.333100      7.626710
       41.7031     12.316000      7.466780
       42.3776     12.276700      7.310200
       43.0630     12.187300      7.193670
       43.7595     12.141400      7.131150
       44.4673     12.120900      7.069180
       45.1865     12.110200      7.007750
       45.9174     12.106300      6.946860
       46.6600     12.109000      6.885590
       47.4147     12.112300      6.818330
       48.1816     12.113800      6.751730
       48.9609     12.113800      6.685780
       49.7528     12.112300      6.620470
       50.5576     12.109000      6.555800
       51.3753     12.103800      6.491760
       52.2062     12.097000      6.426750
       53.0506     12.084600      6.360930
       53.9087     12.066500      6.295790
       54.7806     12.041100      6.231330
       55.6667     12.003100      6.167500
       56.5670     11.957900      6.126160
       57.4820     11.920600      6.090290
       58.4117     11.883600      6.054650
       59.3564     11.841200      6.019210
       60.3165     11.797600      5.997660
       61.2921     11.759000      5.977680
       62.2834     11.721500      5.957770
       63.2908     11.683300      5.937930
       64.3145     11.643700      5.918150
       65.3547     11.601800      5.898430
       66.4118     11.557100      5.878790
       67.4859     11.508800      5.859200
       68.5775     11.455600      5.839690
       69.6867     11.395800      5.823960
       70.8138     11.335200      5.811060
       71.9591     11.271900      5.798190
       73.1230     11.204600      5.785350
       74.3057     11.132500      5.772540
       75.5076     11.055100      5.759760
       76.7289     10.971800      5.747010
       77.9699     10.882200      5.734270
       79.2310     10.785900      5.721580
       80.5125     10.682500      5.708900
       81.8147     10.572600      5.696270
       83.1380     10.460500      5.683650
       84.4827     10.336000      5.648800
       85.8491     10.188900      5.613090
       87.2377     10.021200      5.577600
       88.6487      9.833780      5.542340
       90.0825      9.625410      5.507300
       91.5395      9.394240      5.472480
       93.0201      9.137980      5.437880
       94.5246      8.853860      5.403500
       96.0535      8.538610      5.369340
       97.6071      8.188450      5.335390
       99.1858      7.799150      5.301660
      100.7900      7.367710      5.268140
      102.4200      6.902130      5.234830
      104.0770      6.372050      5.140580
      105.7600      5.717110      5.030150
      107.4710      4.935250      4.922090
      109.2090      4.007080      4.816350
      110.9750      2.899320      4.706890
      112.7700      1.538410      4.592020
      114.5940     -0.187683      4.516620
      116.4480     -2.298920      4.516730
      118.3310     -5.054650      4.516840
      120.2450     -9.053360      4.578000
      122.1900    -15.533800      4.997320
      124.1660    -27.301900     10.229100
      126.1750    -38.897200     26.572100
      128.2150    -22.710100     57.110400
      130.2890     -4.710950     56.866400
      132.3970      7.377750     54.501700
      134.5380     14.874400     50.212600
      136.7140     19.544200     46.261100
      138.9250     22.604800     42.685900
      141.1720     24.958500     40.019800
      143.4560     26.909500     37.520200
      145.7760     28.504100     35.176700
      148.1340     29.767700     32.979700
      150.5300     30.736800     30.919800
      152.9640     31.467000     29.053800
      155.4390     32.063700     27.335100
      157.9530     32.527900     25.717900
      160.5070     32.869900     24.196500
      163.1030     33.102200     22.765000
      165.7420     33.236500     21.418300
      168.4220     33.281000     20.151100
      171.1460     33.241500     18.959000
      173.9150     33.117200     17.837400
      176.7270     32.893600     16.782200
      179.5860     32.473300     15.882600
      182.4910     32.173600     15.248900
      185.4420     31.941700     14.640600
      188.4420     31.731700     14.056400
      191.4890     31.524800     13.495600
      194.5870     31.311400     12.957100
      197.7340     31.083800     12.440200
      200.9320     30.834200     11.943800
      204.1820     30.548900     11.467300
      207.4850     30.128700     11.044000
      210.8400     29.777000     10.836700
      214.2510     29.518500     10.633200
      217.7160     29.291700     10.433600
      221.2370     29.081600     10.237700
      224.8160     28.878400     10.045500
      228.4520     28.673500      9.856940
      232.1470     28.456500      9.671880
      235.9020     28.179300      9.490300
      239.7170     27.885500      9.439130
      243.5950     27.670200      9.437550
      247.5350     27.497500      9.435980
      251.5380     27.349300      9.434390
      255.6070     27.217400      9.432820
      259.7410     27.096000      9.431240
      263.9420     26.980100      9.429670
      268.2110     26.863500      9.428100
      272.5490     26.731700      9.426520
      276.9570     26.562500      9.479450
      281.4370     26.442000      9.587100
      285.9890     26.366400      9.695970
      290.6150     26.312300      9.806070
      295.3150     26.276200      9.917440
      300.0920     26.255900     10.030100
      304.9450     26.249800     10.144000
      309.8780     26.257200     10.259100
      314.8900     26.277400     10.375600
      319.9830     26.310100     10.493500
      325.1580     26.355500     10.612600
      330.4180     26.413900     10.733200
      335.7620     26.486100     10.855000
      341.1920     26.574000     10.978300
      346.7110     26.681400     11.103000
      352.3190     26.826000     11.222400
      358.0170     26.969600     11.297300
      363.8080     27.110200     11.372800
      369.6920     27.256000     11.448700
      375.6720     27.414500     11.525100
      381.7480     27.595400     11.602000
      387.9220     27.837500     11.679400
      394.1970     28.070900     11.620600
      400.5730     28.257200     11.553400
      407.0520     28.408500     11.486500
      413.6350     28.541400     11.420000
      420.3260     28.658700     11.353900
      427.1240     28.761600     11.288200
      434.0320     28.831400     11.223000
      441.0520     28.902300     11.204400
      448.1860     28.987700     11.185700
      455.4350     29.077300     11.167100
      462.8020     29.168900     11.148500
      470.2870     29.262100     11.130000
      477.8940     29.356700     11.111400
      485.6230     29.453500     11.092900
      493.4780     29.553900     11.074500
      501.4590     29.663200     11.056000
      509.5700     29.780700     11.018300
      517.8120     29.891500     10.967600
      526.1870     29.993700     10.911500
      534.6980     30.089700     10.845600
      543.3460     30.173700     10.775100
      552.1340     30.250900     10.705200
      561.0650     30.322000     10.629000
      570.1390     30.383000     10.550100
      579.3610     30.434000     10.471100
      588.7320     30.477000     10.392500
      598.2540     30.512500     10.314500
      607.9300     30.541200     10.237200
      617.7630     30.564000     10.160400
      627.7550     30.583500     10.083600
      637.9080     30.598500     10.000100
      648.2260     30.604000      9.906720
      658.7110     30.589800      9.807200
      669.3650     30.555100      9.708630
      680.1910     30.501900      9.625240
      691.1930     30.445700      9.553320
      702.3720     30.395900      9.483140
      713.7330     30.341000      9.396240
      725.2770     30.262500      9.298320
      737.0080     30.163000      9.201400
      748.9280     30.044400      9.105460
      761.0420     29.906800      9.010350
      773.3510     29.750200      8.914710
      785.8590     29.571000      8.814740
      798.5700     29.361300      8.711510
